tempo,chroma_mean,spectral_centroid,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,filename,label,cluster
[161.49902344],0.34955484,2588.271711178184,-97.473946,80.383415,4.1020026,18.41307,0.7281957,-9.977867,-6.6911674,-13.031797,-7.182212,-8.700009,-14.458694,-9.795539,-13.9956255,"Sue Avenue, Marta Del Grandi-Homeless (Original Mix) www.myfreemp3.info .mp3",Favorites,3
[123.046875],0.4354737,2459.173069632096,-134.37057,76.072296,13.7581,32.896267,18.76487,11.903719,0.4499045,6.7396507,-0.082918525,-0.41590735,-3.4180048,5.0134625,-0.45879757,5A-Saison - Please Don't Go.mp3,Favorites,0
[117.45383523],0.6100684,3167.2261560573425,-109.65743,30.710424,-1.4597472,23.536205,4.693118,18.007788,2.8933313,8.327437,1.979216,9.315256,0.40922126,7.8074102,0.6094726,Made By Pete - Hood Rats (Original Mix).mp3,Favorites,1
[123.046875],0.6089193,3286.2401096354724,-166.36269,27.024971,12.541561,18.462896,11.368707,24.59217,12.762027,21.4433,4.0641985,11.74125,3.3725197,9.857049,0.9913386,Carlo Caldareri - Do Right (Original Mix).mp3,Favorites,1
[123.046875],0.55124986,3206.154996501664,-152.529,41.536945,6.8160925,5.8996787,-2.3366768,3.2570744,3.0394611,7.1830683,2.4561472,5.8374934,5.587321,7.9967923,4.895318,Soul De Marin - Krazy Shit (Original Mix) [exclusive-music-dj.com].mp3,Favorites,1
[123.046875],0.6353038,3782.8878713081954,-120.54413,9.066139,-3.7659378,8.680516,-6.6544547,9.830468,0.16197093,6.852587,1.498855,9.8415,1.7586356,7.2873564,4.8085647,Ruben Naess - Your Body (Original Mix).mp3,Favorites,2
[123.046875],0.5495448,3418.730742581139,-113.95978,35.638943,-3.8971193,1.2069837,-2.8502743,1.4165905,-4.7854953,-1.7464707,-10.552517,0.8517696,-3.403637,5.495925,1.3064704,OFFAIAH - Find A Way (Extended Mix).mp3,Favorites,1
[123.046875],0.4225055,2948.4057545227533,-189.68097,69.672356,25.099743,11.786694,8.548955,4.4561257,-4.605285,2.7949734,3.7523704,9.916476,8.154551,9.273329,7.1459227,Inland Knights and Da Sunlounge - Track A.mp3,Favorites,3
[123.046875],0.3701268,1676.6272626074165,-247.39612,100.77453,52.2563,11.887778,12.192416,4.6236553,-2.3000858,7.806389,1.3871641,-0.36964667,2.8149674,-0.13778578,0.049275234,01 corner of my soul.mp3,Favorites,4
[123.046875],0.535576,3197.952142111732,-155.13533,29.931616,19.728733,25.64204,8.402608,20.370466,6.509383,12.46963,7.022232,10.546903,3.116237,7.6087084,3.6809413,Kinky Movement - Freak Trip.mp3,Favorites,1
[129.19921875],0.49303928,3291.7375412152087,-111.32811,42.984093,24.828773,19.637838,5.2240047,14.379954,0.053179193,12.82694,3.9841413,6.9960217,-4.1140766,5.4955664,-8.692158,01 Short Cut To The Top EP (Short Cut To The Top).mp3,Favorites,1
[129.19921875],0.5151566,3136.0539320187677,-135.45709,32.729923,0.6062435,19.337238,-1.8105637,13.233797,0.008388272,7.0997343,0.0953286,6.5931573,-1.9709321,0.93434817,-6.9483376,11 Angel Anx - Boompie (Dub)(www.house-music-exclusive.com).mp3,Favorites,1
[123.046875],0.539983,2849.5780480813337,-161.64812,52.56931,-17.685474,4.762579,-19.11973,9.245675,0.76558965,1.8751296,-3.628666,2.6258748,-0.54021406,4.546873,0.8657219,kinky_movement_-_two_minute_warning[www.MP3Fiber.com].mp3,Favorites,3
[129.19921875],0.5513476,3371.2532544454234,-191.55185,21.629772,7.944093,28.109203,8.795008,10.864294,3.3100226,14.829558,-3.5164974,9.621139,0.8053209,8.483991,0.43205756,Unseen Things (Sonny Fodera Remix).mp3,Favorites,1
[123.046875],0.5549642,3621.0516294684635,-70.32938,27.950888,-1.652544,3.9931943,0.22824275,7.9218917,-16.929934,-8.93675,-16.978685,-12.495169,-18.685696,-7.534565,-10.213151,Hiva - Sparkling Disco Lights (Original Mix).mp3,Favorites,2
[123.046875],0.48171702,3661.1949722305317,-97.89559,38.82824,28.150482,19.515495,6.8681626,17.516943,10.691048,15.418407,0.044267684,2.0506177,-8.251675,7.693203,-0.6908144,04 drunken preacher.mp3,Favorites,2
[83.35433468],0.5649465,3552.1131756147543,-102.26945,30.135153,2.8541565,27.333588,-2.5725324,5.660261,-5.021254,-4.45877,-10.676653,-5.766811,-9.595421,-6.0462275,-8.888804,"Jose Nunez, Erick Morillo, Shawnee Taylor - Addicted (Harry Romero & Juan Diaz Mix).mp3",Favorites,2
[123.046875],0.4845869,2916.802717226369,-172.80922,53.76117,30.336475,28.620707,5.508913,16.448057,0.97623664,4.9316826,2.2300909,2.6186783,-1.5654736,-1.3060206,1.6890512,"Angelo Ferreri, Karl8 - Andrea Monta - Movin- Too Fast (Original Mix).mp3",Favorites,3
[123.046875],0.4186631,2416.6939129569914,-177.27261,80.49206,49.03004,34.61505,22.856052,17.126696,-2.9398336,5.0738945,-0.4157132,-6.645485,-9.465771,-0.47819698,-7.20558,ANDHIM - the ONE.mp3,Favorites,0
[123.046875],0.43729448,3843.2439070277733,-116.79351,33.69975,-2.5456421,-15.275719,-20.067299,-5.1949034,-22.838995,-15.369515,-18.041708,-13.6326065,-19.73412,-12.779607,-16.268814,02 SOMETHING ABOUT THIS MUSIC.m4a,Favorites,2
[123.046875],0.5915704,2708.634693323179,-191.20264,44.864925,7.1877685,11.77816,4.026042,13.074787,5.6054716,6.798867,-0.5301325,4.9239855,1.8711493,6.0306106,1.3328071,"7B-Rob Roar, Keithen Carter - Crack Cadillac.mp3",Favorites,3
[123.046875],0.6124559,4105.671031675709,-131.58836,-3.528055,-18.234085,5.5251455,-7.359332,6.7766685,-5.5871067,-0.253133,-8.216665,1.6392561,-2.6058629,-0.4098455,-2.4385486,ATFC David Penn - Hipcats Extended Mix Armada Subjekt-www.groovytunes.org.mp3,Favorites,2
[129.19921875],0.52558017,2663.426350323074,-204.6278,46.69669,31.008293,36.1277,18.279804,28.802967,11.365752,18.88963,11.849111,11.693852,4.064609,8.459387,3.7200754,Xjn - Ddst (Original Mix) [exclusive-music-dj.com].mp3,Favorites,3
[123.046875],0.56079465,2147.0919575355183,-220.24449,86.85242,5.316054,21.200844,4.3103604,12.463589,8.163804,8.332473,3.871469,5.4663424,4.969242,9.563297,5.7631035,Mountal - Last Cigarette (Original Mix) ZippyOn.ORG.mp3,Favorites,0
[129.19921875],0.48397276,2404.595869879901,-179.01079,56.24393,-4.002359,22.837307,11.701954,16.771236,-0.00024796714,5.4659095,3.698981,4.5664787,3.4921286,5.4062195,-0.15125135,Eddie Matos - Hypnotized (Kinky Movement Rem.mp3,Favorites,0
[123.046875],0.5700304,3546.9338279755834,-160.86308,25.657171,-0.9530609,13.204554,4.4234147,14.653344,5.735097,11.322852,2.3368962,11.590343,6.529064,7.4010043,2.1032846,03 Track 03.mp3,Favorites,2
[123.046875],0.6159289,3042.549488112037,-197.18118,49.990627,5.169455,19.095495,16.835909,17.15349,1.4045515,8.306013,3.6056323,-0.3868618,4.6572213,5.862629,0.8816039,06 Remerc - Ponysteps (Original Mix).mp3,Favorites,1
[129.19921875],0.598092,3863.9250642571997,-44.132107,20.325726,14.900309,26.184917,5.7914114,16.546581,1.471182,7.510728,3.0094354,6.733812,-3.4000819,1.2492514,-0.8895818,Discotron - Get On Down (Original Mix).mp3,Favorites,2
[123.046875],0.48779097,2432.2076557621576,-102.11944,79.83546,-7.693247,23.824331,1.4706922,4.7033563,2.5644436,0.53266156,-4.073193,3.5517929,-3.104386,1.4613612,-5.3715487,CHIPZ - Addictive (Original Mix).mp3,Favorites,0
[123.046875],0.62671375,3627.8713056451247,-203.49228,17.16339,45.4093,31.669798,4.4285116,20.777487,8.09028,12.802091,5.0503654,9.431076,1.4176451,5.580258,0.058124933,Juanma Llopis - Deep Inside (Original Mix) DeepDJ.org.mp3,Favorites,2
[123.046875],0.6122059,4276.440434347757,-146.34471,17.224277,28.769629,10.786665,7.089459,19.307241,6.267608,12.342775,7.6812387,10.120515,3.4492724,1.1944628,-4.0178595,11B-Stranger Danger - Spell On You (Original Mix).mp3,Favorites,2
[123.046875],0.5503068,3091.7369091855153,-158.60567,44.40491,-2.5811076,16.531847,-4.3303194,13.376871,-3.9512384,5.101975,0.79281306,1.9376444,-4.611205,-0.09702965,-4.6285844,"Delgado, Chrissy K, Ian Green - Schpilkas (Original Mix).mp3",Favorites,1
[123.046875],0.59717035,3645.5106596244605,-113.61686,26.09932,16.184807,24.918056,6.3576245,10.952045,-2.594032,6.01968,-2.897509,4.794321,-0.25481912,3.0268269,-4.845598,"Kritik (SA), DJ Kone - Marc Palacios - Need You (Dj Kone - Marc Palacios Extended Remix).mp3",Favorites,2
[123.046875],0.49463987,1375.3633898456842,-233.60294,93.46705,38.721733,57.703526,25.48859,29.234247,11.498987,7.8995843,-0.17424051,3.2265878,-0.7839807,2.5884113,0.102684,Ronan_Portela_-_Transition_-_Eat_More_Beef_Music.mp3,Favorites,4
[123.046875],0.60791975,3038.825616840882,-115.60475,55.89843,-1.5857286,16.957678,13.988165,10.693609,1.4313726,14.09468,0.38386777,8.158055,2.2041466,7.3060765,-1.7455903,03 Deep into corner soul_.mp3,Favorites,1
[123.046875],0.6038656,3185.6532147666544,-172.25778,43.994232,9.080618,25.226254,13.883179,13.578583,12.827941,13.263892,4.4754376,6.699453,4.6069684,8.006175,3.0032125,Patrick Topping - Look Around.mp3,Favorites,1
[123.046875],0.6467959,2666.0308687359675,-260.15488,43.20717,14.32131,23.36866,3.7959552,8.219907,-3.1164272,4.172508,-0.065610334,2.075509,-1.559001,0.17593932,-2.7217016,Frankie J - Knights.mp3,Favorites,3
[123.046875],0.5877742,2829.9987765983547,-214.03618,60.397446,35.35596,23.407568,20.27032,24.97057,15.884262,14.202996,8.561484,10.83067,2.1620514,7.3173895,-0.23615012,Boris Dlugosch - Keep Pushin' (Purple Disco Machine Vox Mix) [ClapCrate.com].mp3,Favorites,3
[129.19921875],0.59195644,3031.1037792370726,-89.0276,29.383762,13.345718,29.877449,18.698862,17.59129,8.609382,13.390553,12.372578,17.371666,4.8409414,5.905454,5.502003,J Paul Getto - Love Is True (Rescue Remix).mp3,Favorites,1
